DateTime	RunTime	ID	Tag	Alg	Classes	FeatureNum	BalancedSize	CVfold	BalancedRuns	AUCROC_val	AUCROC_val_sd	AUCROC_val_se	AUCPRc_val	AUCPRc_val_sd	AUCPRc_val_se	Ac_val	Ac_val_sd	Ac_val_se	F1_val	F1_val_sd	F1_val_se	Pr_val	Pr_val_sd	Pr_val_se	TPR_val	TPR_val_sd	TPR_val_se	FPR_val	FPR_val_sd	FPR_val_se	FNR_val	FNR_val_sd	FNR_val_se	TP_val	TP_val_sd	TP_val_se	TN_val	TN_val_sd	TN_val_se	FP_val	FP_val_sd	FP_val_se	FN_val	FN_val_sd	FN_val_se	Pr_test	Ac_test	F1_test	AUCROC_test	AUCROC_test_sd	AUCROC_test_se	AUCPRc_test	AUCPRc_test_sd	AUCPRc_test_se
2019-07-31 17:56:30	11.07961916923523	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9114598834054026	0.0013436389418953198	0.0009500962072804981	0.9004068272677628	0.0005333505565905394	0.00037713579531478984	0.848326359832636	0.002092050209205054	0.0014793028895116291	0.8521974967397348	0.0014360754199377879	0.0010154586677333286	0.8310506614807525	0.004620681204618282	0.003267315013486812	0.8744769874476988	0.0020920502092049986	0.0014793028895115899	0.17782426778242677	0.006276150627615065	0.004437908668534819	0.12552301255230125	0.0020920502092050194	0.0014793028895116046	418.0	1.0	0.7071067811865475	393.0	3.0	2.1213203435596424	85.0	3.0	2.1213203435596424	60.0	1.0	0.7071067811865475	0.835671	0.850418	0.853634	0.9398178269355889	0.0030091086532205713	0.002127761134019385	0.8362946177813599	0.023084253508894204	0.016323032194768446
2019-07-31 18:01:12	11.087118148803711	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9114598834054026	0.0013436389418953198	0.0009500962072804981	0.9004068272677628	0.0005333505565905394	0.00037713579531478984	0.848326359832636	0.002092050209205054	0.0014793028895116291	0.8521974967397348	0.0014360754199377879	0.0010154586677333286	0.8310506614807525	0.004620681204618282	0.003267315013486812	0.8744769874476988	0.0020920502092049986	0.0014793028895115899	0.17782426778242677	0.006276150627615065	0.004437908668534819	0.12552301255230125	0.0020920502092050194	0.0014793028895116046	418.0	1.0	0.7071067811865475	393.0	3.0	2.1213203435596424	85.0	3.0	2.1213203435596424	60.0	1.0	0.7071067811865475	0.835671	0.850418	0.853634	0.9398178269355889	0.0030091086532205713	0.002127761134019385	0.8362946177813599	0.023084253508894204	0.016323032194768446
2019-07-31 18:01:42	10.960981130599976	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9114598834054026	0.0013436389418953198	0.0009500962072804981	0.9004068272677628	0.0005333505565905394	0.00037713579531478984	0.848326359832636	0.002092050209205054	0.0014793028895116291	0.8521974967397348	0.0014360754199377879	0.0010154586677333286	0.8310506614807525	0.004620681204618282	0.003267315013486812	0.8744769874476988	0.0020920502092049986	0.0014793028895115899	0.17782426778242677	0.006276150627615065	0.004437908668534819	0.12552301255230125	0.0020920502092050194	0.0014793028895116046	418.0	1.0	0.7071067811865475	393.0	3.0	2.1213203435596424	85.0	3.0	2.1213203435596424	60.0	1.0	0.7071067811865475	0.835671	0.850418	0.853634	0.9398178269355889	0.0030091086532205713	0.002127761134019385	0.8362946177813599	0.023084253508894204	0.016323032194768446
2019-07-31 18:03:01	5.806156158447266	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9113986099683129	0.012989968663013496	0.009185294929017592	0.905872369625385	0.015568466624513777	0.011008568322870131	0.8582635983263598	0.005753138075313802	0.004068082946156911	0.8596425169279884	0.006059962410854491	0.00428504051445079	0.8512623606143488	0.0038396802019777243	0.002715063908406181	0.8682008368200838	0.00836820083682005	0.0059172115580463985	0.151673640167364	0.0031380753138075257	0.0022189543342674045	0.13179916317991633	0.008368200836820085	0.005917211558046423	415.0	4.0	2.82842712474619	405.5	1.5	1.0606601717798212	72.5	1.5	1.0606601717798212	63.0	4.0	2.82842712474619	0.855102	0.864017	0.865702	0.9382319453480806	0.0010979180221210028	0.0007763452786286829	0.8394720328635521	0.011527103599840549	0.008150893122887115
2019-07-31 18:03:40	5.85437798500061	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9175379895309955	0.0047519738800091416	0.003360152954575813	0.9161108484862921	0.0031776477694813177	0.002246936286022547	0.858786610878661	0.00836820083682005	0.0059172115580463985	0.8599313236922501	0.008734653556974337	0.006176332761451751	0.8528432978953118	0.006052407626160661	0.004279698474963378	0.8671548117154811	0.011506276150627603	0.008136165892313823	0.14958158995815898	0.005230125523012552	0.003698257223779014	0.13284518828451883	0.01150627615062761	0.008136165892313828	414.5	5.5	3.8890872965260113	406.5	2.5	1.7677669529663687	71.5	2.5	1.7677669529663687	63.5	5.5	3.8890872965260113	0.858896	0.867155	0.868666	0.943070917371503	0.0007319453480806315	0.0005175635190857624	0.8451896439701616	0.009818970570093899	0.006943060674384536
2019-07-31 18:07:50	5.9224700927734375	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9164492918541342	0.0071908755098825106	0.005084716835706196	0.9161219973892085	0.006289340801063192	0.004447235529625016	0.8572175732217573	0.013075313807531408	0.009245643059447554	0.8605565663507555	0.012133372047601843	0.008579589653518568	0.8412987064835515	0.01555613222612584	0.010999846586128164	0.8807531380753137	0.00836820083682005	0.0059172115580463985	0.16631799163179917	0.017782426778242683	0.012574074560848652	0.1192468619246862	0.008368200836820085	0.005917211558046423	421.0	4.0	2.82842712474619	398.5	8.5	6.010407640085654	79.5	8.5	6.010407640085654	57.0	4.0	2.82842712474619	0.825743	0.844142	0.848423	0.9351821730644112	0.0013012361743656164	0.0009201129228191681	0.8464359011791336	0.005112816890760097	0.003615307494421584
2019-07-31 18:12:13	6.350696802139282	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9192262915565204	0.0037792580662102115	0.0026723390064711987	0.9198641772149626	0.0056887688022554395	0.0040225669966772945	0.8488493723849373	0.009937238493723799	0.007026688725180091	0.8536377296899507	0.0073303444604097545	0.0051833362763889805	0.8285152439496462	0.01935493860613474	0.013686008337847179	0.8807531380753137	0.006276150627615051	0.004437908668534809	0.18305439330543932	0.02615062761506276	0.01849128611889507	0.1192468619246862	0.006276150627615058	0.004437908668534813	421.0	3.0	2.1213203435596424	390.5	12.5	8.838834764831843	87.5	12.5	8.838834764831843	57.0	3.0	2.1213203435596424	0.847870	0.858787	0.860968	0.931929082628497	0.003741054001301203	0.0026453246531051473	0.8251081637928372	0.023168871214227782	0.01638286594801826
2019-07-31 18:12:30	5.91643500328064	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9213052117434919	0.0042125487999159494	0.0029787218224998206	0.9192587961177985	0.006832686302600421	0.004831438818289196	0.8603556485355648	0.005753138075313802	0.004068082946156911	0.8634118262689692	0.005975928833071686	0.004225619801753201	0.8448259276776195	0.0037796500116235587	0.0026726161537308315	0.8828451882845189	0.008368200836820106	0.0059172115580464375	0.16213389121338911	0.0031380753138075257	0.0022189543342674045	0.11715481171548117	0.008368200836820078	0.0059172115580464184	422.0	4.0	2.82842712474619	400.5	1.5	1.0606601717798212	77.5	1.5	1.0606601717798212	56.0	4.0	2.82842712474619	0.841046	0.854603	0.857436	0.9338402732595966	0.009799934938191313	0.006929600449982046	0.8261238332826328	9.136584999236419e-06	6.460541209847358e-06
2019-07-31 18:12:58	11.163874864578247	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	2	0.9114598834054026	0.0013436389418953198	0.0009500962072804981	0.9004068272677628	0.0005333505565905394	0.00037713579531478984	0.848326359832636	0.002092050209205054	0.0014793028895116291	0.8521974967397348	0.0014360754199377879	0.0010154586677333286	0.8310506614807525	0.004620681204618282	0.003267315013486812	0.8744769874476988	0.0020920502092049986	0.0014793028895115899	0.17782426778242677	0.006276150627615065	0.004437908668534819	0.12552301255230125	0.0020920502092050194	0.0014793028895116046	418.0	1.0	0.7071067811865475	393.0	3.0	2.1213203435596424	85.0	3.0	2.1213203435596424	60.0	1.0	0.7071067811865475	0.835671	0.850418	0.853634	0.9398178269355889	0.0030091086532205713	0.002127761134019385	0.8362946177813599	0.023084253508894204	0.016323032194768446
2019-07-31 18:14:23	26.751937866210938	data_mod.txt_SVM		SVM	['special', 'gen']	565	478	10	5	0.9146128394110746	0.006721243205309651	0.0030058313400761908	0.9075270190126998	0.010398087343116176	0.00465016602703759	0.8468619246861925	0.005714016855124536	0.002555386022527606	0.8526214240467314	0.004743218059023069	0.0021212316024160384	0.8219193194067804	0.00890702111743191	0.003983340939120778	0.8857740585774059	0.003399179248801621	0.0015201591736054188	0.19205020920502094	0.011789960505109096	0.005272630628292339	0.11422594142259415	0.0033991792488016594	0.0015201591736054361	423.4	1.624807680927192	0.7266360849833979	386.2	5.635601121442148	2.5203174403237383	91.8	5.635601121442148	2.5203174403237383	54.6	1.624807680927192	0.7266360849833979	0.818533	0.845188	0.851406	0.9376219908913468	0.004523141208615339	0.002022810242858891	0.8321144857647289	0.021169317772429724	0.009467206715289457
