ID	Class	Mean	stdev	Predicted_0.43	Median	score_0	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11	score_12	score_13	score_14	score_15	score_16	score_17	score_18	score_19	score_20	score_21	score_22	score_23	score_24	score_25	score_26	score_27	score_28	score_29	score_30	score_31	score_32	score_33	score_34	score_35	score_36	score_37	score_38	score_39	score_40	score_41	score_42	score_43	score_44	score_45	score_46	score_47	score_48	score_49
NP_001233775	special	0.9034771484331924	0.06397616458213391	special	0.9216942029927668	0.9396892879091693	0.9595338829382385	0.8262519845841597	0.7964594875714696	0.9400391675829084	0.9775046908605521	0.901689398768057	0.884277772863611	0.8560856311454196	0.9033422987505868	0.9585390081418002	0.920998958759179	0.9081179064734898	0.9708382037165122	0.9262692583868769	0.9658648830469815	0.8082109286388223	0.9824318540810436	0.9341206858087943	0.8865409121809357	0.86673440835706	0.9449426846411182	0.9584347474887464	0.9771363774911381	0.9679347990565897	0.9146871357192948	0.8093736617284675	0.8068672486125364	0.9223894472263546	0.9343098362685894	0.7404965035572807	0.6833827407648289	0.9208241422376976	0.8155562176796951	0.9233543799716933	0.9336480216496731	0.8873051636199311	0.9198682001035609	0.9631098349919075	0.9044588034862923	0.915507765650565	0.8665123332716737	0.9301412976958333	0.9524137853811073	0.8334558433852152	0.8688387416725328	0.9455215029603385	0.928251307394412	0.9452528388277974	0.9463414485590912
NP_001233777	gen	0.29008280081654164	0.08860702537648052	gen	0.2852809110942015	0.21254217294932967	0.3403535757372496	0.38401475644998834	0.2873463469484098	0.2847231181965655	0.33005114257595575	0.16320336800770874	0.3906437663952013	0.3565928838842587	0.3848654943937795	0.14343532543887033	0.1722399027058721	0.20439538680455818	0.2322488219235863	0.2858387039918375	0.18232616123603948	0.25930479973301074	0.19256933430448053	0.24002595511358696	0.24366149223375758	0.1876473815214005	0.2333456949915813	0.47056190007560855	0.3823533993950832	0.20099671505123426	0.449776566910556	0.22160233251435915	0.26572984176972003	0.3609161958025755	0.3133460301688387	0.3260681321217093	0.16411024047496936	0.1743582925260864	0.42960837978603866	0.2722341578309036	0.1843854173544365	0.3737605879599011	0.27564928083584966	0.21969292071426824	0.29765369094405875	0.4141031413987594	0.30036229364055234	0.2548356748709412	0.4615470785605098	0.37987228225530084	0.29036866718498455	0.38563537521912705	0.30435380457547506	0.3993823644532711	0.2194996908949375
NP_001233790	special	0.5478329776108852	0.09894524197386664	special	0.532314063330265	0.4813855637737687	0.5179594617538669	0.5535763162166812	0.6154247675608793	0.4517434607543723	0.7457150513933377	0.5674719335426849	0.6700462256119127	0.44265960127825266	0.4734389875029459	0.6226798112613846	0.6165318696527508	0.6664240668719785	0.46146416908812116	0.5734412536053414	0.5355810444736607	0.502771659183769	0.650243910317318	0.6037210680971191	0.4521018935349179	0.4690941870130003	0.4987010797734328	0.7005271266910794	0.5290470821868691	0.5043156887959296	0.6474463855766726	0.4685084006486429	0.4445873395141681	0.497896827018896	0.6010669858070675	0.5701823310614141	0.5156977474830717	0.7252266776151742	0.7595313363566104	0.5119393594492972	0.6146770556141575	0.4419151797820053	0.7050648358189368	0.4453304686306878	0.6397138111545154	0.44683818267452197	0.637171605135423	0.42366764222069414	0.5648509044467567	0.312066178767769	0.5387626148609138	0.4534264292132977	0.39255509079457057	0.6090980931122107	0.518360117851409
NP_001233795	gen	0.12185263425577351	0.049333252263805444	gen	0.11280687483485691	0.18952371512073873	0.13395347579171202	0.09080596141612973	0.11432274598677679	0.13741245552538542	0.11293046329921382	0.12836881283483473	0.0816480857335406	0.15988562957059085	0.04210717820603544	0.06398749271425865	0.12033475300951318	0.19863237800125996	0.07328012545267171	0.15409244907439903	0.08861593357903336	0.08741596504309927	0.14786969475066805	0.08194649908861819	0.12199567543700174	0.11067351081796194	0.19750858759883963	0.09795564055448724	0.06550917266933627	0.16542731759788046	0.07811150088407906	0.21076289768687326	0.11922241254957833	0.1581805749703051	0.05655187212416237	0.29774658742232757	0.12636434373648783	0.08547935892500129	0.16593381905054344	0.16506444681600502	0.0772530506688175	0.09177045650145864	0.10172571616610805	0.11387352864759483	0.04486915444216	0.10135087562725865	0.1126832863705	0.09698450907012546	0.2011999218315502	0.12595334672522945	0.10280832300761321	0.0864678344300791	0.10654119136829378	0.10859201251807145	0.1909369723744648
NP_001233801	gen	0.1243691667509319	0.030048891311956347	gen	0.123809711236163	0.13835675439894957	0.08147941036518327	0.1211562861005714	0.13091154824791532	0.05561233928907413	0.13028034058730345	0.09635833132779285	0.12317348183260461	0.12492792283289667	0.08689923418536306	0.10822661528424858	0.10111807299269238	0.13615050608351956	0.12444594063972136	0.12613596113987127	0.12720919142088605	0.08351838180562544	0.14549364347316174	0.0952498458156366	0.15919871595739424	0.08187116696230175	0.12045860348956546	0.11228735944580588	0.11387491330134764	0.1571476731617972	0.18003817549406	0.14873360628686608	0.15192745455293213	0.0680028184453527	0.11351824115585225	0.1884556630354415	0.09985772275360266	0.07977324802967435	0.14083958532947805	0.1137461416739806	0.14833245928903124	0.13673648109640119	0.11792125472210668	0.15742283477621738	0.17910000645556323	0.14090777157360868	0.09733005444668814	0.09944617228595877	0.16427624835541824	0.10724337023305451	0.15614676816670378	0.1562884449038532	0.10985994207921353	0.16249867499058454	0.11851295727372019
NP_001233805	special	0.9898936427292854	0.008614003219569132	special	0.9923774056639982	0.9954462470208828	0.9843339104485302	0.9918802835345065	0.9962826866519192	0.9866191457401271	0.9948551213509059	0.9916421886883188	0.9874453380912122	0.9962379893765871	0.984996188444338	0.9941155640992285	0.9750037886520021	0.9956588058123916	0.9917681945769781	0.993343212550775	0.9973242359843294	0.9968070281770318	0.980609062934705	0.989826149311367	0.9913765703470149	0.9967707290987399	0.9641156843273061	0.9945789925592022	0.9961024676934883	0.9962141147609042	0.9887964111375426	0.9937325365822791	0.9976195465969564	0.9885752769298968	0.9949799966705634	0.9869072318304924	0.9817541126045426	0.9751329711410524	0.9979033642303629	0.9961161863695999	0.9964507793290486	0.9866606860342602	0.9967937022634228	0.955502770479812	0.9964588927501841	0.99287452779349	0.9959717667934794	0.9880074972463958	0.9822038958352142	0.99701747445335	0.9866181449838746	0.9958632086695927	0.9868477037762448	0.9918214431451143	0.9807183085847372
NP_001233808	gen	0.19558673937276122	0.05132295013799571	gen	0.19519918850662502	0.153161987350069	0.19007485826273116	0.15577386043840222	0.1947573919707444	0.1869944287545998	0.20187735195118228	0.16709863538530825	0.19712447858268778	0.1295731286359952	0.10964027445482323	0.22232545091290282	0.19564098504250563	0.250741754244103	0.19941735159389098	0.3415093003727096	0.1939041952869238	0.1717395103003473	0.27111702466290316	0.24685862143424242	0.19199989806881534	0.2260133541744589	0.16666217959924123	0.18754693089916996	0.09343458322290314	0.16955019693009862	0.2387621331916775	0.18554753596550635	0.2365261545979959	0.22358351604140125	0.11970770827822085	0.21850052211467474	0.2040002114356898	0.19948386170337892	0.2204967406816748	0.1969827373503412	0.2667525014543252	0.11816385294243448	0.33577950770317383	0.1261873268448012	0.11257258662473923	0.16615645827845174	0.18472551326055378	0.1993788581447564	0.2595266798853963	0.21024009693451232	0.16295680613208738	0.18495986366807135	0.24113360286875593	0.13808789020300005	0.21458656980068122
NP_001233812	special	0.9579043331453481	0.022521957170653365	special	0.9626952773131823	0.9702541985647205	0.9158408753188483	0.9575577836866632	0.9648924455576792	0.8976825375234854	0.9844135909271143	0.9490888508050065	0.980122798476887	0.9689265541416935	0.9632231918827814	0.9664665341091659	0.9551799407753615	0.9811844247202334	0.9813703426931911	0.9758097839598129	0.9823233908027934	0.9457345883644895	0.9896594865431053	0.9692680366881526	0.9720613167679835	0.9725973367226962	0.952943842792553	0.9595500528790714	0.9765324836927064	0.9490341107805871	0.9511632404172919	0.9450571077443201	0.9353845954283933	0.9478461977056898	0.9469963523825147	0.8911583618903913	0.9317825483505002	0.9621673627435833	0.9707753107612908	0.9780483440008653	0.9688714985835497	0.9599598522270073	0.9751636719361417	0.9651094634734415	0.989597377125616	0.9347914142480506	0.9595226434307729	0.9037374742132892	0.9699182220870602	0.936102694628148	0.9467205612121191	0.9845506485686323	0.9366120677562798	0.9565663293699886	0.9658948178056792
NP_001233813	gen	0.7159939978134431	0.11370757925000281	special	0.7283892718042231	0.7652507895777935	0.7357381977552007	0.7524166728104836	0.861692624213143	0.7662483824038402	0.6632447145968022	0.7410243579064407	0.7453473344523692	0.7092157709076637	0.869850147571336	0.8320814100719214	0.4279736307865856	0.8210789513656106	0.7210403458532456	0.4900411161853035	0.6081590295957552	0.6348783956893408	0.819412314491077	0.7544350433442909	0.6698564016007388	0.7936949739367453	0.5557429706210127	0.8753741929461049	0.8562098328907722	0.7107445613235913	0.6924872876649139	0.7915065731073141	0.7922677416199164	0.7593793381653161	0.957458432635132	0.6009511813348327	0.5983735398980855	0.6731486908277465	0.6616772217473452	0.9157431904638521	0.7512182862093976	0.6031173213334006	0.6248573612763114	0.6828787841740439	0.6796018112897774	0.6837699266147501	0.6750209877296746	0.5903343746578353	0.7667671377984138	0.8698641180547955	0.7624355254693489	0.796221002590468	0.48989242634039193	0.6695172028828039	0.5304582638891161
NP_001233814	gen	0.10266297748790143	0.055166134911576535	gen	0.09624426573223904	0.10979712703787407	0.12314531186534483	0.05570429228149193	0.06809379658509938	0.08864357551081632	0.02071154732303385	0.10814983720160735	0.14377720089615267	0.09176194151698418	0.10038024620046326	0.11817708719299984	0.2154993812800223	0.11986569597770809	0.04714989849398706	0.05003918512432348	0.07476658516669153	0.09885285597491662	0.09363567548956148	0.06390689201463388	0.09079328251865752	0.10313229725569605	0.09040332991697562	0.12331583068968129	0.08427771854704365	0.07285495706347016	0.05753955626303253	0.06977840823229965	0.1461746267027257	0.021697453129065108	0.10655149953612915	0.06764837429711236	0.11206704544617052	0.23785125119924974	0.04523568910158632	0.030959587282519185	0.12332629117366938	0.03692831871558729	0.22922581396264655	0.12422436934675603	0.2332005810844812	0.1614177303232421	0.06035214238251687	0.06739199270449818	0.16724306275401746	0.12477011286556443	0.043393239636023394	0.11969011156331284	0.2289391364501324	0.039843503710471066	0.12086342740702544
