#ID	Class	Mean	stdev	Predicted_0.02	Median	score_0	score_1
AT1G01020	0	0.13357958488181249	0.13338727644258327	1	0.13357958488181249	0.03926053718525724	0.22789863257836773
AT1G01450	0	0.7806626971491708	0.021729131475358033	1	0.7806626971491708	0.765297880933651	0.7960275133646905
AT1G01510	0	0.6076630484142098	0.2807830529269183	1	0.6076630484142098	0.8062066491810951	0.40911944764732466
AT1G01530	0	0.47570330930395677	0.10219295298231315	1	0.47570330930395677	0.4034419792606851	0.5479646393472284
AT1G01570	1	0.45542342152897464	0.15048316008663704	1	0.45542342152897464	0.34901575857733275	0.5618310844806165
AT1G01590	0	0.43362159025895963	0.4541504854931008	1	0.43362159025895963	0.11248870228762525	0.754754478230294
AT1G01695	0	0.8771465202900393	0.035928392386758504	1	0.8771465202900393	0.8517413103962312	0.9025517301838474
AT1G02010	0	0.29449719245114336	0.31953459194895856	1	0.29449719245114336	0.5204422692419284	0.06855211566035838
AT1G02065	0	0.9600350545034921	0.020436531451900195	1	0.9600350545034921	0.974485864477063	0.9455842445299214
AT1G02080	0	0.03836079339554324	0.037284349881820826	1	0.03836079339554324	0.0647248100291106	0.011996776761975879
AT1G02210	0	0.6420696702087254	0.4126908039142747	1	0.6420696702087254	0.350253204227614	0.9338861361898368
AT1G02560	0	0.7238700972941126	0.2866988030254584	1	0.7238700972941126	0.5211434295167446	0.9265967650714805
AT1G02570	0	0.5868081453608538	0.426417349732881	1	0.5868081453608538	0.285285545749138	0.8883307449725696
AT1G02590	1	0.06886588758551986	0.05311896923030623	1	0.06886588758551986	0.10642667093790895	0.03130510423313076
AT1G02650	0	0.9249983542924338	0.025297751567008035	1	0.9249983542924338	0.9428865659742378	0.9071101426106298
AT1G02780	0	0.06568964356300995	0.050549334159471104	1	0.06568964356300995	0.10143342053163676	0.02994586659438315
AT1G02880	0	0.7846400138335462	0.1231014797446565	1	0.7846400138335462	0.8716859049350912	0.6975941227320012
AT1G02990	0	0.6956857932176175	0.3509156886144316	1	0.6956857932176175	0.4475509301736059	0.943820656261629
AT1G03120	0	0.8761959217368223	0.14489217283109085	1	0.8761959217368223	0.9786501596865398	0.7737416837871046
AT1G03240	0	0.3954914774662487	0.11972310520625834	1	0.3954914774662487	0.4801484970223044	0.31083445791019293
AT1G03320	0	0.1591366304719165	0.012008461578381749	1	0.1591366304719165	0.16762789508560835	0.15064536585822466
AT1G03365	0	0.6883731961589112	0.34226203043326175	1	0.6883731961589112	0.4463573934968754	0.9303889988209472
AT1G03390	0	0.7080372608142609	0.05631886826031376	1	0.7080372608142609	0.6682138071586412	0.7478607144698806
AT1G03720	0	0.5311190084487176	0.3959087953792882	1	0.5311190084487176	0.25116921450462565	0.8110688023928095
AT1G03840	0	0.9012472046134037	0.13294056986024338	1	0.9012472046134037	0.9952503830563857	0.8072440261704216
AT1G03880	0	0.6276735132311594	0.2851248117024048	1	0.6276735132311594	0.42605982539185144	0.8292872010704673
AT1G03890	0	0.40782790032202676	0.2865476554967766	1	0.40782790032202676	0.2052081099871494	0.6104476906569042
AT1G03910	0	0.1981275203057201	0.002203873415905616	1	0.1981275203057201	0.19656914646845647	0.1996858941429837
AT1G03920	0	0.3177068645649308	0.3709232330036882	1	0.3177068645649308	0.5799891979214765	0.05542453120838509
AT1G03980	0	0.4100566336503796	0.04360264877471404	1	0.4100566336503796	0.4408883622766752	0.379224905024084
AT1G04050	0	0.07533188854938384	0.08938927489699003	1	0.07533188854938384	0.012124126104373769	0.13853965099439391
AT1G04090	0	0.7539005927307156	0.3191891038743746	1	0.7539005927307156	0.9796013725611432	0.5281998129002881
AT1G04150	0	0.9051816118282079	0.015082553296305163	1	0.9051816118282079	0.8945166361147829	0.9158465875416327
AT1G04210	0	0.7975809813220458	0.1671807311072744	1	0.7975809813220458	0.9157956099717243	0.6793663526723672
AT1G04220	1	0.6774599507804208	0.24390564238161705	1	0.6774599507804208	0.5049926170827184	0.8499272844781232
AT1G04230	0	0.10161583160558407	0.008125792221792657	1	0.10161583160558407	0.09587002882304158	0.10736163438812656
AT1G04330	0	0.2855589264815141	0.10182675499740573	1	0.2855589264815141	0.35756131544640085	0.21355653751662734
AT1G04380	0	0.04275516020832827	0.053606204073023335	1	0.04275516020832827	0.004849849794623552	0.08066047062203299
AT1G04510	0	0.03449144823339117	0.02317523656787937	1	0.03449144823339117	0.05087881516614112	0.018104081300641218
AT1G04555	0	0.9812659489031961	0.01750836867566814	1	0.9812659489031961	0.9936462351212751	0.968885662685117
AT1G04570	1	0.6595246201315431	0.4092808011433182	1	0.6595246201315431	0.9489298500294463	0.37011939023363993
AT1G04580	0	0.6339115353675835	0.008089602395252433	1	0.6339115353675835	0.6281913226567976	0.6396317480783694
AT1G04610	0	0.7440503519697383	0.11814146068864857	1	0.7440503519697383	0.8275889799619657	0.660511723977511
AT1G04950	0	0.13984082236707734	0.03087347289250592	1	0.13984082236707734	0.16167166440814734	0.11800998032600736
AT1G05040	0	0.53851561709867	0.4305181265300031	1	0.53851561709867	0.8429379037917633	0.23409333040557673
AT1G05090	0	0.2034669132419473	0.15187108291571239	1	0.2034669132419473	0.31085598583779195	0.09607784064610266
AT1G05160	0	0.5245898958872687	0.18123060263518492	1	0.5245898958872687	0.3964405078054048	0.6527392839691325
AT1G05370	0	0.09669591886192946	0.08806670355985775	1	0.09669591886192946	0.03442335557800858	0.15896848214585035
AT1G05380	0	0.28920381354432073	0.3427097480401569	1	0.28920381354432073	0.5315362003622488	0.04687142672639267
AT1G05600	1	0.9909671420630761	0.0029958110950415264	1	0.9909671420630761	0.9888487837226183	0.9930855004035338
AT1G05610	0	0.9661181088370505	0.01689874667631227	1	0.9661181088370505	0.9780673272054246	0.9541688904686765
AT1G05640	0	0.3901717014041042	0.07421169128606872	1	0.3901717014041042	0.44264729155580596	0.33769611125240234
AT1G05660	0	0.3853737098017151	0.11750259108532224	1	0.3853737098017151	0.4684605887651364	0.3022868308382938
AT1G05830	0	0.1026852051503934	0.0019216960703962592	1	0.1026852051503934	0.10132636082763666	0.10404404947315013
AT1G06020	0	0.21981252664786807	0.05584604794016961	1	0.21981252664786807	0.18032340744690512	0.25930164584883103
AT1G06310	0	0.7404701101512787	0.2365390542070429	1	0.7404701101512787	0.5732117409060263	0.9077284793965311
AT1G06340	0	0.6630348028737747	0.1486608439468818	1	0.6630348028737747	0.76815389372553	0.5579157120220195
AT1G06650	0	0.30661802018571155	0.33172836347296353	1	0.30661802018571155	0.07205064486206322	0.5411853955093598
AT1G06700	0	0.4587194350797976	0.23975101822506742	1	0.4587194350797976	0.2891898642964729	0.6282490058631224
AT1G06750	0	0.8221666081933443	0.18926532548796968	1	0.8221666081933443	0.9559974032893668	0.6883358130973218
AT1G07025	0	0.3948692382440485	0.27134127100727523	1	0.3948692382440485	0.20300198549902743	0.5867364909890695
AT1G07140	0	0.4907196070317717	0.33174335439864444	1	0.4907196070317717	0.7252975825406253	0.25614163152291813
AT1G07350	1	0.8258416232387761	0.12028996250610727	1	0.8258416232387761	0.9108994714355201	0.7407837750420321
AT1G07430	1	0.8017083297042875	0.243085854573743	1	0.8017083297042875	0.6298206735246669	0.973595985883908
AT1G07470	0	0.8909453321504106	0.11892468839387196	1	0.8909453321504106	0.9750377857642146	0.8068528785366067
AT1G07615	1	0.9071901051979707	0.03326409479734735	1	0.9071901051979707	0.8836688381967343	0.9307113721992072
AT1G07728	0	0.33404449005470704	0.33655570471785273	1	0.33404449005470704	0.09606366900169602	0.572025311107718
AT1G07810	0	0.9400545837066374	0.02994215230698355	1	0.9400545837066374	0.9188822847670489	0.9612268826462259
AT1G07840	0	0.05466755223806627	0.0671281654530847	1	0.05466755223806627	0.10213433323855499	0.00720077123757755
AT1G07850	0	0.8622794684466966	0.15285507968739281	1	0.8622794684466966	0.9703643318324621	0.754194605060931
AT1G07860	0	0.4819975329167011	0.30684778070826974	1	0.4819975329167011	0.6989716794475613	0.2650233863858409
AT1G07920	0	0.9482473174543193	0.057057178778954866	1	0.9482473174543193	0.9885928354842914	0.9079017994243471
AT1G07930	0	0.1696042558689627	0.17857489833870518	1	0.1696042558689627	0.2958757774339595	0.043332734303965906
AT1G08010	0	0.05160878288048366	6.069239514180371e-05	1	0.05160878288048366	0.051565866876312434	0.05165169888465488
AT1G08050	1	0.7544953508314864	0.03727703532214211	1	0.7544953508314864	0.7808541952903036	0.7281365063726694
AT1G08060	0	0.11049909737515887	0.09472383244748127	1	0.11049909737515887	0.04351923311156654	0.17747896163875118
AT1G08135	0	0.007955292368942612	0.0013804438349149812	0	0.007955292368942612	0.006979171172227066	0.008931413565658158
AT1G08310	1	0.9870187998160491	0.013506728002323238	1	0.9870187998160491	0.9774681008539642	0.9965694987781342
AT1G08370	0	0.7252079574051966	0.22664316790605074	1	0.7252079574051966	0.8854688783411664	0.5649470364692268
AT1G08420	0	0.27025840206520724	0.20514696693396053	1	0.27025840206520724	0.1251975906063513	0.41531921352406315
AT1G08440	0	0.16500982612293358	0.10064932198992049	1	0.16500982612293358	0.09384000802203249	0.23617964422383464
AT1G08530	0	0.4968418758393535	0.4781068089210379	1	0.4968418758393535	0.15876930911982667	0.8349144425588804
AT1G08600	0	0.004648013787190388	0.002325517029727457	0	0.004648013787190388	0.006292402648675471	0.0030036249257053053
AT1G08730	0	0.14759746166072163	0.13324197192386297	1	0.14759746166072163	0.2418137635467527	0.05338115977469054
AT1G08760	0	0.06781052165779242	0.0315097089780867	1	0.06781052165779242	0.09009125054941217	0.04552979276617268
AT1G09040	0	0.14940799633625154	0.09901198556923534	1	0.14940799633625154	0.21942004275100244	0.07939594992150065
AT1G09157	0	0.6008999579721879	0.2429702288994015	1	0.6008999579721879	0.7727058544534023	0.4290940614909734
AT1G09370	0	0.8546806203103079	0.1161462055503096	1	0.8546806203103079	0.7725528507565974	0.9368083898640185
AT1G09590	0	0.36870451514368824	0.35747378970135396	1	0.36870451514368824	0.6214766559379694	0.11593237434940704
AT1G09600	0	0.4083246581903396	0.32537781195665877	1	0.4083246581903396	0.6384015154725343	0.17824780090814485
AT1G09610	0	0.03227677224208129	0.039015640101552215	1	0.03227677224208129	0.05986499593022266	0.004688548553939918
AT1G09645	0	0.8466713298386632	0.11442628229699567	1	0.8466713298386632	0.7657597296804913	0.927582929996835
AT1G09650	0	0.30788658389935214	0.0407962415729948	1	0.30788658389935214	0.27903928483616297	0.3367338829625413
AT1G09812	0	0.9521205383728033	0.027795841769588915	1	0.9521205383728033	0.9717751665768679	0.9324659101687387
AT1G09930	0	0.47440261902171627	0.6106322326677859	1	0.47440261902171627	0.0426204264912432	0.9061848115521893
AT1G10095	0	0.7929369883570021	0.14175019778737386	1	0.7929369883570021	0.6927044622670158	0.8931695144469886
AT1G10460	0	0.5025658367800315	0.502459136939147	1	0.5025658367800315	0.8578580997788424	0.14727357378122055
AT1G10480	0	0.1605478589124249	0.09626090049532494	1	0.1605478589124249	0.09248112340905713	0.22861459441579265
AT1G10580	0	0.7728610194508414	0.14606032913180603	1	0.7728610194508414	0.8761412686422805	0.6695807702594023
AT1G10620	0	0.7513241656675864	0.13815032073535813	1	0.7513241656675864	0.8490111942826547	0.6536371370525182
AT1G10670	0	0.04100015357893677	0.0425701861935076	1	0.04100015357893677	0.0108984862451336	0.07110182091273994
AT1G10710	0	0.44140205590509274	0.08623166987053053	1	0.44140205590509274	0.5023770544235846	0.38042705738660093
AT1G10747	0	0.7906646999707686	0.05247307063374145	1	0.7906646999707686	0.8277687640455679	0.7535606358959693
AT1G10820	0	0.653756082529419	0.26004677830257694	1	0.653756082529419	0.46987524216595206	0.8376369228928858
AT1G10865	0	0.8129636838647001	0.1796474827655543	1	0.8129636838647001	0.9399936371513169	0.6859337305780832
AT1G11160	0	0.0457278246286552	0.038418416045347605	1	0.0457278246286552	0.07289374713676655	0.018561902120543844
AT1G11360	0	0.9424940985617101	0.029509774653467685	1	0.9424940985617101	0.963360660330464	0.9216275367929562
AT1G11655	0	0.6725867735687068	0.2686221241265806	1	0.6725867735687068	0.4826422480220672	0.8625312991153464
AT1G11755	0	0.5129218059576237	0.11880178714109242	1	0.5129218059576237	0.5969273552621709	0.4289162566530764
AT1G11770	0	0.008445842601097788	0.004720045882010028	0	0.008445842601097788	0.005108266150416859	0.011783419051778718
AT1G11990	0	0.36553304894089683	0.43040245279376577	1	0.36553304894089683	0.06119255593110213	0.6698735419506915
AT1G12040	0	0.6365047253088254	0.4882721735464906	1	0.6365047253088254	0.9817652902882438	0.29124416032940714
AT1G12060	0	0.4912265266657524	0.18184972295325863	1	0.4912265266657524	0.6198136989228965	0.3626393544086082
AT1G12260	0	0.8093339299374858	0.21192656447601785	1	0.8093339299374858	0.6594792190829255	0.9591886407920461
AT1G12380	0	0.5188134479918336	0.5107232721802129	1	0.5188134479918336	0.8799493370602449	0.15767755892342233
AT1G12410	0	0.05714708367447781	0.06459654686557056	1	0.05714708367447781	0.10282374000435737	0.011470427344598248
AT1G12411	0	0.12459801833972864	0.06231897117668744	1	0.12459801833972864	0.08053185122412394	0.16866418545533332
AT1G12530	0	0.39869003929563424	0.21450047677904505	1	0.39869003929563424	0.2470152975974239	0.5503647809938446
AT1G12660	0	0.004318258260808182	0.002716922817121827	0	0.004318258260808182	0.006239412808755483	0.0023971037128608795
AT1G12680	0	0.05528313325367403	0.003583260656976268	1	0.05528313325367403	0.05274938534436715	0.057816881162980914
AT1G12770	0	0.9789908324546218	0.007202426744299329	1	0.9789908324546218	0.9840837172465152	0.9738979476627284
AT1G12790	0	0.3180980489927507	0.14742045464535058	1	0.3180980489927507	0.42234005215808196	0.21385604582741943
AT1G12950	0	0.19077737622370958	0.14151942311086124	1	0.19077737622370958	0.09070803247241138	0.2908467199750078
AT1G13070	0	0.5519979070831875	0.0979611497027858	1	0.5519979070831875	0.6212669003308579	0.4827289138355171
AT1G13200	0	0.32893328255133536	0.09383697239181259	1	0.32893328255133536	0.2625805230470698	0.39528604205560086
AT1G13230	0	0.9526869882729231	0.0545653043003563	1	0.9526869882729231	0.9912704849612125	0.9141034915846337
AT1G13290	0	0.7170463692482614	0.03753778592715571	1	0.7170463692482614	0.6905031462684407	0.7435895922280822
AT1G13360	0	0.4725367484422425	0.5166100720408154	1	0.4725367484422425	0.10723826327291111	0.837835233611574
AT1G13490	0	0.37034743923809266	0.18241784155555088	1	0.37034743923809266	0.2413585464647494	0.49933633201143585
AT1G13500	0	0.5526833199384118	0.2921834600882854	1	0.5526833199384118	0.7592882259173873	0.34607841395943617
AT1G13520	0	0.9691499636690236	0.017869597790965395	1	0.9691499636690236	0.9565142498939558	0.9817856774440914
AT1G13530	0	0.7737452771319699	0.14780717920701486	1	0.7737452771319699	0.8782607358573054	0.6692298184066344
AT1G13605	0	0.2407266216299288	0.1141784753120147	1	0.2407266216299288	0.3214629957885952	0.15999024747126242
AT1G13680	0	0.019811484010417494	0.009807849851367203	0	0.019811484010417494	0.012876286871656272	0.026746681149178716
AT1G13890	0	0.6325808327090658	0.49055443209526634	1	0.6325808327090658	0.9794551981847444	0.2857064672333872
AT1G14160	0	0.9948272674456178	0.003087680584896985	1	0.9948272674456178	0.9970105873253364	0.992643947565899
AT1G14570	0	0.34807332663862606	0.36293099518580707	1	0.34807332663862606	0.6047042944372925	0.09144235883995963
AT1G14590	0	0.06454471937773656	0.012372532739924379	1	0.06454471937773656	0.05579601757688346	0.07329342117858967
AT1G14610	0	0.8685737378715965	0.04082929898312412	1	0.8685737378715965	0.8397030636895364	0.8974444120536565
AT1G14630	0	0.2030554282427493	0.047643215609209186	1	0.2030554282427493	0.2367442690775539	0.16936658740794472
AT1G14650	0	0.24914852734010412	0.16123880305202132	1	0.24914852734010412	0.3631615783685906	0.13513547631161765
AT1G14688	0	0.026567368530715514	0.018212406203584882	1	0.026567368530715514	0.03944548445899433	0.0136892526024367
AT1G14690	0	0.7955433966556353	0.25896830504974777	1	0.7955433966556353	0.6124251520425723	0.9786616412686985
AT1G14780	1	0.9887125092878409	0.0044266429144565736	1	0.9887125092878409	0.9855824000651373	0.9918426185105446
AT1G14890	1	0.7773930484060854	0.2812615657459863	1	0.7773930484060854	0.9762750088322182	0.5785110879799524
AT1G14910	0	0.2590816695468832	0.3266682203083981	1	0.2590816695468832	0.028092355768673877	0.4900709833250926
AT1G14960	0	0.0344751548454295	0.004038215801362105	1	0.0344751548454295	0.03733060462246731	0.031619705068391686
AT1G15200	0	0.7566621441877812	0.29255470997960387	1	0.7566621441877812	0.5497947248931396	0.9635295634824229
AT1G15370	0	0.2885964386467584	0.08620875248737084	1	0.2885964386467584	0.34955523212821094	0.2276376451653058
AT1G15510	1	0.6453175861487979	0.3528115551749284	1	0.6453175861487979	0.8947930292939615	0.39584214300363424
AT1G15620	0	0.1022975130202953	0.12002866120679924	1	0.1022975130202953	0.017424432744224873	0.18717059329636573
AT1G15770	0	0.5606644076560321	0.04663618203762777	1	0.5606644076560321	0.593641168223489	0.5276876470885753
AT1G15960	1	0.5583869477356327	0.2185642935855928	1	0.5583869477356327	0.7129352418552528	0.4038386536160126
AT1G16120	0	0.1699610369631827	0.1483145537054559	1	0.1699610369631827	0.06508681028939846	0.274835263636967
AT1G16160	0	0.048703529078950994	0.05667895150724186	1	0.048703529078950994	0.008625458117636787	0.0887816000402652
AT1G16230	0	0.06366512625388764	0.01946801268088686	1	0.06366512625388764	0.07743109003676843	0.049899162471006835
AT1G16445	0	0.11297602613608397	0.12338659153570056	1	0.11297602613608397	0.2002235217184725	0.025728530553695443
AT1G16705	1	0.7696912028808888	0.21076891255532657	1	0.7696912028808888	0.6206550755497029	0.9187273302120746
AT1G16710	0	0.9975048659482779	0.0016401388076896983	1	0.9975048659482779	0.9986646192212825	0.9963451126752733
AT1G16770	0	0.831825173361062	0.015138065044520857	1	0.831825173361062	0.8425294018080857	0.8211209449140382
AT1G16916	0	0.21099451567523436	0.26993893612878533	1	0.21099451567523436	0.4018701679181808	0.0201188634322879
AT1G16940	0	0.12822607941411468	0.11829242510470901	1	0.12822607941411468	0.04458070345957314	0.2118714553686562
AT1G16950	0	0.26764220513173115	0.037597926004265904	1	0.26764220513173115	0.2942279535678976	0.2410564566955647
AT1G16960	0	0.3404184932817246	0.10518568735848392	1	0.3404184932817246	0.41479600609667666	0.2660409804667725
AT1G17010	0	0.025286458854806532	0.02355150035227613	1	0.025286458854806532	0.008633033248594718	0.041939884461018345
AT1G17040	0	0.37755827825907445	0.45992269258598656	1	0.37755827825907445	0.0523438235099475	0.7027727330082014
AT1G17300	0	0.5294564967593642	0.3530312787742407	1	0.5294564967593642	0.7790873079515883	0.27982568556714016
AT1G17345	0	0.13803894346899828	0.1278560678076788	1	0.13803894346899828	0.04763105090634156	0.228446836031655
AT1G17440	0	0.64938530956693	0.24465844879361112	1	0.64938530956693	0.47638566135038585	0.8223849577834741
AT1G17470	0	0.47067679474174795	0.10201760523171496	1	0.47067679474174795	0.5428141352015058	0.39853945428199006
AT1G17615	0	0.9440866329558406	0.03603517160815981	1	0.9440866329558406	0.9186059187504899	0.9695673471611914
AT1G17744	1	0.11547251142015202	0.03776949560961088	1	0.11547251142015202	0.08876544495260064	0.1421795778877034
AT1G17810	1	0.7174671188934119	0.11387071386758414	1	0.7174671188934119	0.63694836493909	0.7979858728477336
AT1G17820	0	0.9700480847869752	0.03914390575985261	1	0.9700480847869752	0.9977270059918942	0.9423691635820564
